review_priority,source_key,source_url,title,locale,department,category,section,chunk_index,sensitivity,review_required,public_answer_allowed,recommended_review_action,content_preview,decision,reviewer,review_date,reviewer_notes
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmisa-da-ekologiis-sauniversiteto-koleji,https://alte.edu.ge/ka/turizmisa-da-ekologiis-sauniversiteto-koleji,პარტნიორი უნივერსიტეტები,ka,International Admissions,international_admissions,პარტნიორი უნივერსიტეტები,3,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტისთვის მნიშვნელოვანია საერთაშორისო პარტნიორული ქსელის გაფართოება და ეფექტური აკადემიური ურთიერთობების შენარჩუნება. ამჟამად უნივერსიტეტი მსოფლიოს 100-მდე წამყვან საგანმანათლებლო დაწესებულებასთან თანამშრომლ,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-ukrainis-erovnul-metsnierebata-akademiis-kievis-samartlis-universiteti,https://alte.edu.ge/ka/ukrainis-erovnul-metsnierebata-akademiis-kievis-samartlis-universiteti,პარტნიორი უნივერსიტეტები,ka,International Admissions,international_admissions,პარტნიორი უნივერსიტეტები,3,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტისთვის მნიშვნელოვანია საერთაშორისო პარტნიორული ქსელის გაფართოება და ეფექტური აკადემიური ურთიერთობების შენარჩუნება. ამჟამად უნივერსიტეტი მსოფლიოს 100-მდე წამყვან საგანმანათლებლო დაწესებულებასთან თანამშრომლ,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,პროგრამის სტრუქტურა,ka,International Admissions,international_admissions,პროგრამის სტრუქტურა,38,high,true,false,NEEDS_OFFICIAL_SOURCE,კურსდამთავრებულისთვის მისანიჭებელი კვალიფიკაცია: საერთაშორისო ურთიერთობების ბაკალავრი კრედიტი/ხანგრძლივობა: 240 კრედიტი/4 წელი ენა: ქართული ენა (ცალკეული სასწავლო კურსები ისწავლება ინგლისურ ენაზე) პროგრამის სტრუქტურა: სა,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi,https://alte.edu.ge/ka/saertashoriso-urtiertobebi,პროგრამის სტრუქტურა,ka,International Admissions,international_admissions,პროგრამის სტრუქტურა,8,high,true,false,NEEDS_OFFICIAL_SOURCE,კურსდამთავრებულისთვის მისანიჭებელი კვალიფიკაცია: საერთაშორისო ურთიერთობების ბაკალავრი კრედიტი/ხანგრძლივობა: 240 კრედიტი/4 წელი ენა: ქართული ენა (ცალკეული სასწავლო კურსები ისწავლება ინგლისურ ენაზე) პროგრამის სტრუქტურა: სა,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebis,https://alte.edu.ge/ka/saertashoriso-urtiertobebis,პროგრამის სტრუქტურა,ka,International Admissions,international_admissions,პროგრამის სტრუქტურა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,კურსდამთავრებულისთვის მისანიჭებელი კვალიფიკაცია: საერთაშორისო ურთიერთობების ბაკალავრი კრედიტი/ხანგრძლივობა: 240 კრედიტი/4 წელი ენა: ქართული ენა (ცალკეული სასწავლო კურსები ისწავლება ინგლისურ ენაზე) პროგრამის სტრუქტურა: სა,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-zhurnal-tanamedrove-shromis-samartlis-mimokhilvis-spetsialuri-nomris-tsardg,https://alte.edu.ge/ka/zhurnal-tanamedrove-shromis-samartlis-mimokhilvis-spetsialuri-nomris-tsardgena,ჟურნალ „თანამედროვე შრომის სამართლის მიმოხილვის“ სპეციალური ნომრის წარდგენა,ka,International Admissions,international_admissions,ჟურნალ „თანამედროვე შრომის სამართლის მიმოხილვის“ სპეციალური ნომრის წარდგენა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"31 მაისს, სამშაბათს, 16:00 საათზე, ჟურნალ „თანამედროვე შრომის სამართლის მიმოხილვის“ სპეციალური ნომრის წარდგენა გაიმართება, რომელიც ა(ა)იპ − თანამედროვე შრომის სამართლის ცენტრისა და თსუ თანამედროვე კერძო სამართლის ინსტიტუ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-relokatsiis-servisebi,https://alte.edu.ge/ka/relokatsiis-servisebi,რელოკაციის სერვისები,ka,International Admissions,international_admissions,რელოკაციის სერვისები,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაეცანით ჩვენი უნივერსიტეტის საერთაშორისო სტუდენტებისთვის შეთავაზებულ ინდივიდუალურ საცხოვრებელ ვარიანტებს. კომფორტსა და მოსახერხებლობაზე ორიენტირებულით, ჩვენ გაწვდოთ ორ მთავარ არჩევანს: ჰოსტელის საცხოვრებელი იმ სტუდენტებ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-studenturi-servisebi,https://alte.edu.ge/ka/studenturi-servisebi,რელოკაციის სერვისები,ka,International Admissions,international_admissions,რელოკაციის სერვისები,11,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაეცანით ჩვენი უნივერსიტეტის საერთაშორისო სტუდენტებისთვის შეთავაზებულ ინდივიდუალურ საცხოვრებელ ვარიანტებს. კომფორტსა და მოსახერხებლობაზე ორიენტირებულით, ჩვენ გაწვდოთ ორ მთავარ არჩევანს: ჰოსტელის საცხოვრებელი იმ სტუდენტებ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო გაერთიანებები და ასოციაციები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო გაერთიანებები და ასოციაციები - აღწერა,2,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტისთვის საერთაშორისო და გლობალური ასოციაციების წევრობა განვითარების ერთ-ერთი მთავარი პლატფორმაა.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო პარტნიორები,ka,International Admissions,international_admissions,საერთაშორისო პარტნიორები,6,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტისთვის საერთაშორისო პარტნიორული ქსელის გაფართოება და ეფექტური აკადემიური ურთიერთობების შენარჩუნება განვითარების ერთ-ერთ ძირითად პრიორიტეტს წარმოადგენს. ალტე უნივერსიტეტი თანამშრომლობს მსოფლიოს 100-მდე საე,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო პარტნიორები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო პარტნიორები - აღწერა,5,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტისთვის საერთაშორისო პარტნიორული ქსელის გაფართოება და ეფექტური აკადემიური ურთიერთობების შენარჩუნება განვითარების ერთ-ერთ ძირითად პრიორიტეტს წარმოადგენს.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო პროექტები,ka,International Admissions,international_admissions,საერთაშორისო პროექტები,8,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი აქტიურად თანამშრომლობს საერთაშორისო პარტნიორებთან და მონაწილეობს გლობალურ ინიციატივებში, რომლებიც უმაღლესი განათლების ხარისხის გაუმჯობესებას, კვლევისა და ინოვაციების ხელშეწყობას ემსახურება. პროექტები მო",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო პროექტები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო პროექტები - აღწერა,7,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი აქტიურად თანამშრომლობს საერთაშორისო პარტნიორებთან და მონაწილეობს გლობალურ ინიციატივებში, რომლებიც უმაღლესი განათლების ხარისხის გაუმჯობესებას, კვლევისა და ინოვაციების ხელშეწყობას ემსახურება.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-migheba,https://alte.edu.ge/ka/migheba,საერთაშორისო სტუდენტებისთვის - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო სტუდენტებისთვის - აღწერა,4,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტი 50-მდე ქვეყნის 3000-მდე მეტ სტუდენტს აერთიანებს 4 სკოლაში.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-studentebistvis,https://alte.edu.ge/ka/saertashoriso-studentebistvis,საერთაშორისო სტუდენტებისთვის - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო სტუდენტებისთვის - აღწერა,410,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტი 50-მდე ქვეყნის 3000-მდე მეტ სტუდენტს აერთიანებს 4 სკოლაში.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო ურთიერთობები,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობები,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ინტერნაციონალიზაცია ალტე უნივერსიტეტის სტრატეგიული განვითარების გეგმის მნიშვნელოვანი ნაწილია. საერთაშორისო გამოცდილება უმნიშვნელოვანესია ინსტიტუციის განვითარებისთვის, ხარისხის გაუმჯობესებისა და კონკურენტუნარიანობის გასაძ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,საერთაშორისო ურთიერთობები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობები - აღწერა,33,high,true,false,NEEDS_OFFICIAL_SOURCE,"საერთაშორისო ურთიერთობები ალტე უნივერსიტეტში: შეისწავლე დიპლომატია, გლობალური პოლიტიკა და ეკონომიკა. მოემზადე საერთაშორისო ასპარეზზე მუშაობისთვის.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi,https://alte.edu.ge/ka/saertashoriso-urtiertobebi,საერთაშორისო ურთიერთობები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობები - აღწერა,412,high,true,false,NEEDS_OFFICIAL_SOURCE,"საერთაშორისო ურთიერთობები ალტე უნივერსიტეტში: შეისწავლე დიპლომატია, გლობალური პოლიტიკა და ეკონომიკა. მოემზადე საერთაშორისო ასპარეზზე მუშაობისთვის.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi-3,https://alte.edu.ge/ka/saertashoriso-urtiertobebi-3,საერთაშორისო ურთიერთობები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობები - აღწერა,426,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის საერთაშორისო ურთიერთობების დეპარტამენტის მიზანია გლობალური სტანდარტების დანერგვა და განვითარება უნივერსიტეტის სწავლა-სწავლებისა და ადმინისტრირების პროცესში.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebis,https://alte.edu.ge/ka/saertashoriso-urtiertobebis,საერთაშორისო ურთიერთობები - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობები - აღწერა,9,high,true,false,NEEDS_OFFICIAL_SOURCE,"საერთაშორისო ურთიერთობები ალტე უნივერსიტეტში: შეისწავლე დიპლომატია, გლობალური პოლიტიკა და ეკონომიკა. მოემზადე საერთაშორისო ასპარეზზე მუშაობისთვის.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,საერთაშორისო ურთიერთობების,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების,36,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi,https://alte.edu.ge/ka/saertashoriso-urtiertobebi,საერთაშორისო ურთიერთობების,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebis,https://alte.edu.ge/ka/saertashoriso-urtiertobebis,საერთაშორისო ურთიერთობების,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,საერთაშორისო ურთიერთობების - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების - აღწერა,35,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebi,https://alte.edu.ge/ka/saertashoriso-urtiertobebi,საერთაშორისო ურთიერთობების - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების - აღწერა,5,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-saertashoriso-urtiertobebis,https://alte.edu.ge/ka/saertashoriso-urtiertobebis,საერთაშორისო ურთიერთობების - აღწერა,ka,International Admissions,international_admissions,საერთაშორისო ურთიერთობების - აღწერა,441,high,true,false,NEEDS_OFFICIAL_SOURCE,"დღეს სამყარო ახალი მსოფლიო წესრიგის ჩამოყალიბების პროცესშია. საერთაშორისო გარემო იცვლება, იცვლება ღირებულებათა სისტემები, სახელმწიფოთაშორისი ურთიერთობები, გლობალური პოლიტიკა, უსაფრთხოების პარადიგმა ეროვნულ, რეგიონულ და გ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-universiteti-erti-shekhedvit,https://alte.edu.ge/ka/universiteti-erti-shekhedvit,საინფორმაციო ბროშურა,ka,International Admissions,international_admissions,საინფორმაციო ბროშურა,14,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის 2024–2025 აკადემიური წლის საინფორმაციო ბროშურა წარმოადგენს უნივერსიტეტის საქმიანობის, მიღწევებისა და განვითარების ძირითადი მიმართულებების შემაჯამებელ დოკუმენტს. ის მიზნად ისახავს სტუდენტების, აკადემიურ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,სამართლის,ka,International Admissions,international_admissions,სამართლის,18,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართალი მისი განსაკუთრებული მნიშვნელობიდან გამომდინარე, სახელმწიფოს მიერ რეგულირებად პროფესიათა რიცხვს მიეკუთვნება. იურისტის პროფესია, პირველ რიგში, ემსახურება ადამიანის უფლებების დაცვას, სამართლის არსის და მისი დანიშნ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlis,https://alte.edu.ge/ka/samartlis,სამართლის,ka,International Admissions,international_admissions,სამართლის,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართალი მისი განსაკუთრებული მნიშვნელობიდან გამომდინარე, სახელმწიფოს მიერ რეგულირებად პროფესიათა რიცხვს მიეკუთვნება. იურისტის პროფესია, პირველ რიგში, ემსახურება ადამიანის უფლებების დაცვას, სამართლის არსის და მისი დანიშნ",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,სამართლის - აღწერა,ka,International Admissions,international_admissions,სამართლის - აღწერა,17,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლის საბაკალავრო პროგრამა ალტე უნივერსიტეტში: მიიღეთ თანამედროვე იურიდიული განათლება, პრაქტიკული გამოცდილება და საერთაშორისო სტანდარტების ცოდნა.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlis,https://alte.edu.ge/ka/samartlis,სამართლის - აღწერა,ka,International Admissions,international_admissions,სამართლის - აღწერა,5,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლის საბაკალავრო პროგრამა ალტე უნივერსიტეტში: მიიღეთ თანამედროვე იურიდიული განათლება, პრაქტიკული გამოცდილება და საერთაშორისო სტანდარტების ცოდნა.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlis-samagistro,https://alte.edu.ge/ka/samartlis-samagistro,სამართლის სამაგისტრო,ka,International Admissions,international_admissions,სამართლის სამაგისტრო,4,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლის სამაგისტრო პროგრამა ალტე უნივერსიტეტის სამართლის სკოლაში შემავალი პროგრამაა. აღნიშნული სკოლა, მისი 20 წლიანი ისტორიით, მიზნად ისახავს მოამზადოს შრომის ბაზრის მოთხოვნების შესაბამისი ცოდნითა და უნარებით აღჭურვილი",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlis-samagistro,https://alte.edu.ge/ka/samartlis-samagistro,სამართლის სამაგისტრო - აღწერა,ka,International Admissions,international_admissions,სამართლის სამაგისტრო - აღწერა,469,high,true,false,NEEDS_OFFICIAL_SOURCE,სამართლის სამაგისტრო პროგრამა ალტე უნივერსიტეტში: მიიღეთ თანამედროვე იურიდიული განათლება და საერთაშორისო გამოცდილება.,,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlis-samagistro,https://alte.edu.ge/ka/samartlis-samagistro,სამართლის სამაგისტრო - აღწერა,ka,International Admissions,international_admissions,სამართლის სამაგისტრო - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლის სამაგისტრო პროგრამა ალტე უნივერსიტეტის სამართლის სკოლაში შემავალი პროგრამაა. აღნიშნული სკოლა, მისი 20 წლიანი ისტორიით, მიზნად ისახავს მოამზადოს შრომის ბაზრის მოთხოვნების შესაბამისი ცოდნითა და უნარებით აღჭურვილი",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlisa-da-sotsialur-metsnierebata-skola,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola,სამართლისა და სოციალურ მეცნიერებათა,ka,International Admissions,international_admissions,სამართლისა და სოციალურ მეცნიერებათა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლისა და სოციალურ მეცნიერებათა სკოლა საგანმანათლებლო პროგრამებს საბაკალავრო და სამაგისტრო საფეხურზე ახორციელებს. სწავლება მიმდინარეობს სამართლის, საერთაშორისო ურთიერთობების, ფსიქოლოგიის და ჟურნალისტიკის საბაკალავრო,",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlisa-da-sotsialur-metsnierebata-skola-2,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola-2,სამართლისა და სოციალურ მეცნიერებათა,ka,International Admissions,international_admissions,სამართლისა და სოციალურ მეცნიერებათა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"სამართლისა და სოციალურ მეცნიერებათა სკოლა საგანმანათლებლო პროგრამებს საბაკალავრო და სამაგისტრო საფეხურზე ახორციელებს. სწავლება მიმდინარეობს სამართლის, საერთაშორისო ურთიერთობების, ფსიქოლოგიის და ჟურნალისტიკის საბაკალავრო,",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlisa-da-sotsialur-metsnierebata-skola,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,ka,International Admissions,international_admissions,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,483,high,true,false,NEEDS_OFFICIAL_SOURCE,"ისწავლე სამართალი, საერთაშორისო ურთიერთობები, ფსიქოლოგია და ჟურნალისტიკა ალტეში!",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlisa-da-sotsialur-metsnierebata-skola-2,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skola-2,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,ka,International Admissions,international_admissions,სამართლისა და სოციალურ მეცნიერებათა - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,"ისწავლე სამართალი, საერთაშორისო ურთიერთობები, ფსიქოლოგია და ჟურნალისტიკა ალტეში!",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-samartlisa-da-sotsialur-metsnierebata-skolashi-gamotskhadebuli-akademiuri-k,https://alte.edu.ge/ka/samartlisa-da-sotsialur-metsnierebata-skolashi-gamotskhadebuli-akademiuri-konkursis-shedegebi,სამართლისა და სოციალურ მეცნიერებათა სკოლაში გამოცხადებული აკადემიური კონკურსის შედეგები,ka,International Admissions,international_admissions,სამართლისა და სოციალურ მეცნიერებათა სკოლაში გამოცხადებული აკადემიური კონკურსის შედეგები,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტში სამართლისა და სოციალურ მეცნიერებათა სკოლაში 2025 წლის 01 აგვისტოს გამოცხადებული აკადემიური კონკურსის შედეგები პროფესორის აკადემიურ პოზიციაზე, მითითებული მიმართულებების შესაბამისად, არჩეულ იქნენ: გიორგი",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-studenturi-konferentsia-2025,https://alte.edu.ge/ka/studenturi-konferentsia-2025,სტუდენტური კონფერენცია 2025 - აღწერა,ka,International Admissions,international_admissions,სტუდენტური კონფერენცია 2025 - აღწერა,539,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის კვლევების ხელშეწყობისა და პროექტების განვითარების დეპარტამენტის ორგანიზებული საერთაშორისო სტუდენტური კონფერენცია 2025 - „ინოვაციები, საზოგადოება და მომავალი” წარმატებით დასრულდა",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,ტურიზმი - აღწერა,ka,International Admissions,international_admissions,ტურიზმი - აღწერა,43,high,true,false,NEEDS_OFFICIAL_SOURCE,"საბაკალავრო პროგრამა ტურიზმი – მიიღე თანამედროვე განათლება ალტეში. შეისწავლე მასპინძლობის მენეჯმენტი, მდგრადი ტურიზმი და საერთაშორისო სტანდარტები.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmi-2,https://alte.edu.ge/ka/turizmi-2,ტურიზმი - აღწერა,ka,International Admissions,international_admissions,ტურიზმი - აღწერა,569,high,true,false,NEEDS_OFFICIAL_SOURCE,"საბაკალავრო პროგრამა ტურიზმი – მიიღე თანამედროვე განათლება ალტეში. შეისწავლე მასპინძლობის მენეჯმენტი, მდგრადი ტურიზმი და საერთაშორისო სტანდარტები.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmis,https://alte.edu.ge/ka/turizmis,ტურიზმი - აღწერა,ka,International Admissions,international_admissions,ტურიზმი - აღწერა,8,high,true,false,NEEDS_OFFICIAL_SOURCE,"საბაკალავრო პროგრამა ტურიზმი – მიიღე თანამედროვე განათლება ალტეში. შეისწავლე მასპინძლობის მენეჯმენტი, მდგრადი ტურიზმი და საერთაშორისო სტანდარტები.",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-sabakalavro-programebi,https://alte.edu.ge/ka/sabakalavro-programebi,ტურიზმის,ka,International Admissions,international_admissions,ტურიზმის,46,high,true,false,NEEDS_OFFICIAL_SOURCE,"*2026-2027 აკადემიურ წელს პროგრამაზე მიღება არ ხორციელდება საქართველოს ეკონომიკისთვის ტურიზმს, სხვა დაბალშემოსავლიანი ქვეყნების მსგავსად, განსაკუთრებული მნიშვნელობა აქვს, რადგან მას დიდი წვლილი მიუძღვის ქვეყნის წინსვლასა",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmi-2,https://alte.edu.ge/ka/turizmi-2,ტურიზმის,ka,International Admissions,international_admissions,ტურიზმის,6,high,true,false,NEEDS_OFFICIAL_SOURCE,"*2026-2027 აკადემიურ წელს პროგრამაზე მიღება არ ხორციელდება საქართველოს ეკონომიკისთვის ტურიზმს, სხვა დაბალშემოსავლიანი ქვეყნების მსგავსად, განსაკუთრებული მნიშვნელობა აქვს, რადგან მას დიდი წვლილი მიუძღვის ქვეყნის წინსვლასა",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmis,https://alte.edu.ge/ka/turizmis,ტურიზმის,ka,International Admissions,international_admissions,ტურიზმის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"*2026-2027 აკადემიურ წელს პროგრამაზე მიღება არ ხორციელდება საქართველოს ეკონომიკისთვის ტურიზმს, სხვა დაბალშემოსავლიანი ქვეყნების მსგავსად, განსაკუთრებული მნიშვნელობა აქვს, რადგან მას დიდი წვლილი მიუძღვის ქვეყნის წინსვლასა",,,,
P1,full_alte_local_kb_international_admissions_alte-edu-ge-ka-turizmisa-da-ekologiis-sauniversiteto-koleji,https://alte.edu.ge/ka/turizmisa-da-ekologiis-sauniversiteto-koleji,ტურიზმისა და ეკოლოგიის საუნივერსიტეტო კოლეჯი,ka,International Admissions,international_admissions,ტურიზმისა და ეკოლოგიის საუნივერსიტეტო კოლეჯი,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ტურიზმისა და ეკოლოგიის საუნივერსიტეტო კოლეჯი სპეციალიზებული დაწესებულებაა, რომელიც სტუდენტებს სთავაზობს პროგრამებს ტურიზმის, სტუმართმოყვარეობისა და გარემოსდაცვითი მეცნიერებების სფეროში. იგი ორიენტირებულია მდგრადი ტურიზმი",,,,
