source_id,question,source_title,source_file,topic,department,answer_policy,handover_recommended,suggested_decision,reviewer_decision,reviewer_comment
alte_required_it_school_provision_015,სკოლის დებულება: რა წერია ნაწილში - თავი VII. სკოლის სტუდენტი?,საინფორმაციო ტექნოლოგიების სკოლის დებულება,043_IyhKQqQDfX.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_it_school_provision_016,სკოლის დებულება: რა წერია ნაწილში - თავი IX. სკოლის დებულებაში ცვლილებებისა და დამატებების შეტანა?,საინფორმაციო ტექნოლოგიების სკოლის დებულება,043_IyhKQqQDfX.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_001,რა არის სამართლისა და სოციალურ მეცნიერებათა სკოლის ძირითადი ფუნქცია?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_002,სკოლის დებულება: რა წერია ნაწილში - შინაარსი?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_003,სკოლის დებულება: რა წერია ნაწილში - მუხლი 19. მოწვეული პერსონალი ................................ ................................ ................. 13?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_004,სკოლის დებულება: რა წერია ნაწილში - მუხლი 24. სკოლის ფინანსები ................................ ................................ ....................... 14?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_005,სკოლის დებულება: რა წერია ნაწილში - მუხლი 3. სკოლის მისია?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_006,სკოლის დებულება: რა წერია ნაწილში - მუხლი 4. სკოლის ძირითადი მიზნები?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_007,სკოლის დებულება: რა წერია ნაწილში - 5.2. აძლიერებს აკადემიური პროგრამების განმახორციელებელი პერსონალის?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_008,სკოლის დებულება: რა წერია ნაწილში - მუხლი 7. სკოლის საბჭო?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_009,"სკოლის დებულება: რა წერია ნაწილში - 10.3. სკოლის საბჭოს სხდომებს თავმჯდომარეობს სკოლის დეკანი, ხოლო მისი არყოფნის?",სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_010,სკოლის დებულება: რა წერია ნაწილში - თავი IV სკოლის დეკანი და მისი უფლებამოსილება?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_011,სკოლის დებულება: რა წერია ნაწილში - 13.4. სკოლის საბჭოს განსახილველად წარუდგენს საგანმანათლებლო პროგრამებს?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_012,სკოლის დებულება: რა წერია ნაწილში - 13.21. უშუალოდ ხელმძღვანელობს სკოლის დამხმარე პერსონალის საქმიანობას?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_013,სკოლის დებულება: რა წერია ნაწილში - 15.5. ამზადებს ლექტორების სემესტრულ დატვირთვებს?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_014,სკოლის დებულება: რა წერია ნაწილში - გ) ახდენს სტუდენტების ინფორმირებას აკადემიური კალენდრით განსაზღვრული?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_015,სკოლის დებულება: რა წერია ნაწილში - მუხლი 20. ადმინისტრაციული პერსონალი და დამხმარე პერსონალი?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_016,სკოლის დებულება: რა წერია ნაწილში - თავი VII. სკოლის სტუდენტი?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_law_social_school_provision_017,სკოლის დებულება: რა წერია ნაწილში - თავი IX. სკოლის დებულებაში ცვლილებებისა და დამატებების შეტანა?,სამართლისა და სოციალურ მეცნიერებათა სკოლის დებულება,045_hWoGmPto2T.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_001,რა არის მედიცინის საერთაშორისო სკოლის ძირითადი ფუნქცია?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_002,სკოლის დებულება: რა წერია ნაწილში - მუხლი 1. სკოლის სტატუსი ................................ ................................ ........................... 4?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_003,სკოლის დებულება: რა წერია ნაწილში - მუხლი 18. OSCE ცენტრის მენეჯერი ................................ ................................ .............. 13?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_004,სკოლის დებულება: რა წერია ნაწილში - მუხლი 22. მოწვეული პერსონალი ................................ ................................ ................. 15?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_005,სკოლის დებულება: რა წერია ნაწილში - მედიცინის საერთაშორისო სკოლის დებულება?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_006,"სკოლის დებულება: რა წერია ნაწილში - 3.2.1. ჩვენ ვისწრაფვით სრულყოფილებისკენ: ვინარჩუნებთ მაღალ აკადემიურ სტანდარტს,?",მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_007,სკოლის დებულება: რა წერია ნაწილში - 5.4. უზრუნველყოფს სწავლა-სწავლების მედიცინის უმაღლესი განათლების დარგობრივი?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_008,"სკოლის დებულება: რა წერია ნაწილში - დეკანის მოადგილის, სასწავლო პროცესის მართვის კოორდინატორის, სიმულაციური?",მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_009,სკოლის დებულება: რა წერია ნაწილში - თავი IV სკოლის დეკანი და მისი უფლებამოსილება?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_010,სკოლის დებულება: რა წერია ნაწილში - მუხლი 13. დეკანის უფლებამოსილებები?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_011,სკოლის დებულება: რა წერია ნაწილში - 13.18. ზედამხედველობს სკოლის კვლევითი პროექტების განხორციელებას?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_012,"სკოლის დებულება: რა წერია ნაწილში - ვიცე-პრეზიდენტის, დირექტორთა საბჭოს, აკადემიური საბჭოს, სკოლის საბჭოს,?",მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_013,სკოლის დებულება: რა წერია ნაწილში - 16.9. მხარს უჭერს სკოლაში გამოცდების ადმინისტრირების პროცესს და კოორდინირებს?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_014,სკოლის დებულება: რა წერია ნაწილში - თავი VII OSCE ცენტრი?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_015,სკოლის დებულება: რა წერია ნაწილში - თავი IX. სკოლის მენეჯერი?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_016,სკოლის დებულება: რა წერია ნაწილში - 21.2. აკადემიური პერსონალი მონაწილეობს ან/და წარმართავს სასწავლო პროცესსა და?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_017,სკოლის დებულება: რა წერია ნაწილში - 24.2.4. ხარისხის უზრუნველყოფის დეპარტამენტთან კოორდინაციით მონაწილეობს?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_medicine_school_provision_018,სკოლის დებულება: რა წერია ნაწილში - თავი XIII. სკოლის დებულებაში ცვლილებებისა და დამატებების შეტანა?,მედიცინის საერთაშორისო სკოლის დებულება,047_GHvSFJeBo1.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_001,რა არის ბიზნესის სკოლის ძირითადი ფუნქცია?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_002,სკოლის დებულება: რა წერია ნაწილში - შინაარსი?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_003,სკოლის დებულება: რა წერია ნაწილში - მუხლი 18. აკადემიური პერსონალი ................................ ................................ .............. 12?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_004,სკოლის დებულება: რა წერია ნაწილში - მუხლი 23. სკოლის ბიუჯეტი ................................ ................................ ......................... 14?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_005,სკოლის დებულება: რა წერია ნაწილში - მუხლი 3. სკოლის მისია?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_006,სკოლის დებულება: რა წერია ნაწილში - მუხლი 4. სკოლის ძირითადი მიზნები?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_007,სკოლის დებულება: რა წერია ნაწილში - 5.3. აძლიერებს აკადემიური პროგრამების განმახორციელებელი პერსონალის?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_008,სკოლის დებულება: რა წერია ნაწილში - მუხლი 7. სკოლის საბჭო?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_009,სკოლის დებულება: რა წერია ნაწილში - 10.4. სკოლის საბჭოს სხდომებს ესწრებიან სკოლის საბჭოს წევრები;?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_010,სკოლის დებულება: რა წერია ნაწილში - თავი IV სკოლის დეკანი და მისი უფლებამოსილება?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_011,სკოლის დებულება: რა წერია ნაწილში - 13.5. უნივერსიტეტის პრეზიდენტს დასამტკიცებლად წარუდგენს პროგრამების?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_012,"სკოლის დებულება: რა წერია ნაწილში - 13.22. თავისი კომპეტენციის ფარგლებში, შეუძლია დააყენოს საკითხი დასაქმებულთა?",ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_013,სკოლის დებულება: რა წერია ნაწილში - 15.6. ახორციელებს საათობრივი დატვირთვის უწყისების მონიტორინგს?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_business_school_provision_014,სკოლის დებულება: რა წერია ნაწილში - გ) ახდენს სტუდენტების ინფორმირებას აკადემიური კალენდრით განსაზღვრული?,ბიზნესის სკოლის დებულება,049_YmB8rB2KY6.pdf,სკოლის დებულება,programs,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_001,რა არის ალტე უნივერსიტეტის ძირითადი სტრუქტურა?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_002,რომელი სკოლები ფუნქციონირებს უნივერსიტეტში?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_003,"უნივერსიტეტის დებულება: რა წერია ნაწილში - ჩვენ გვაქვს მუდმივი მზაობა ახალი ცოდნის აღმოსაჩენად, იდეებისა და ინფორმაციის?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_004,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 4. უნივერსიტეტის მიზნები?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_005,"უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 5. უნივერსიტეტის სტრუქტურა, მართვის ორგანოები და მათი უფლება-მოვალეობები?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_006,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 7. პარტნიორთა კრება?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_007,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 9. დირექტორთა საბჭოს უფლებამოსილებები?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_008,"უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 10. დირექტორთა საბჭოს საქმიანობის ორგანიზაციული უზრუნველყოფა, სხდომების?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_009,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 12. აკადემიური საბჭო?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_010,"უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 14. აკადემიური საბჭოს საქმიანობის ორგანიზაციული უზრუნველყოფა, სხდომების?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_011,"უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 16. უნივერსიტეტის პრეზიდენტი, მისი უფლება-მოვალეობები?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_012,უნივერსიტეტის დებულება: რა წერია ნაწილში - ასეთი გადაწყვეტილების არ არსებობის შემთხვევაში პრეზიდენტის უფლებამოსილებას?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_013,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 17. პრეზიდენტის თანამდებობიდან გათავისუფლება?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_014,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 19. ხარისხის უზრუნველყოფის დეპარტამენტი?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_015,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 20. სტუდენტური ომბუდსმენი?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_016,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 21. შიდა აუდიტის სამსახური?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_017,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 22. ბიბლიოთეკა?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_018,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 24. უნივერსიტეტის სკოლები?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_019,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 25. სკოლის საბჭო?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_020,"უნივერსიტეტის დებულება: რა წერია ნაწილში - 25.11. სკოლის საბჭოს წევრისთვის უფლებამოსილების ვადაზე ადრე შეწყვეტის შემთხვევაში,?",უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_021,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 26. დეკანი?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_022,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 30. აკადემიური თანამდებობის დაკავების პირობები?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_023,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 35. უნივერსიტეტის სტუდენტი?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_university_provision_024,უნივერსიტეტის დებულება: რა წერია ნაწილში - მუხლი 39. სტუდენტური თვითმმართველობა?,უნივერსიტეტის ძირითადი დებულება,051_JdliNRJQtI.pdf,უნივერსიტეტის დებულება,student_services,direct_general,False,APPROVE_PUBLIC,,
alte_required_ects_recognition_001,როგორ ხდება კრედიტების აღიარება?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_002,მობილობისას კრედიტები ჩამეთვლება?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_003,კრედიტების აღიარება: რა წერია ნაწილში - II.კრედიტების აღიარების რეგულაციები?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_004,"კრედიტების აღიარება: რა წერია ნაწილში - სფეროს არჩევითი სასწავლო კურსი ან თავისუფალი კომპონენტი (იმ შემთხვევაში, თუ მიმღები?",ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_005,კრედიტების აღიარება: რა წერია ნაწილში - 9. უცხო ქვეყნის კანონმდებლობით აკრედიტებული ან აღიარებული უმაღლესი საგანმანათლებლო?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_006,კრედიტების აღიარება: რა წერია ნაწილში - 1. თუ მობილობის მსურველი სტუდენტის პირველადი უსდ იყენებს განსხვავებულ საკრედიტო?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_007,"კრედიტების აღიარება: რა წერია ნაწილში - GPA იქნება 2.98 ((83-50)x0,06+1=2.98). GPA – გამოითვლება მხოლოდ იმ სასწავლო კურსებში, რომლებშიც?",ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_008,კრედიტების აღიარება: რა წერია ნაწილში - IV. რეკომენდებული სასწავლო სემესტრი?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_009,"კრედიტების აღიარება: რა წერია ნაწილში - 4. სემესტრის განსაზღვრისას, პროგრამის სპეციფიკიდან გამომდინარე, შესაძლებელია?",ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_010,კრედიტების აღიარება: რა წერია ნაწილში - დანართი 1 - პროცედურის აღწერა?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_011,კრედიტების აღიარება: რა წერია ნაწილში - III ეტაპი?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_012,კრედიტების აღიარება: რა წერია ნაწილში - ინფორმაცია სტუდენტის შესახებ?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_013,კრედიტების აღიარება: რა წერია ნაწილში - არის თუ არა ავტორიზებული: დიახ არა?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_014,კრედიტების აღიარება: რა წერია ნაწილში - ხარისხის მართვისა და შესაბამისობის?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_ects_recognition_015,კრედიტების აღიარება: რა წერია ნაწილში - საგანმანათლებლო პროგრამის დასახელება?,ECTS კრედიტების აღიარების წესი,054_YcEblusTVZ.pdf,კრედიტების აღიარება,academic_registry,handover_for_exact_credit_decision,True,APPROVE_CONSERVATIVE,,
alte_required_study_process_regulation_001,როგორ რეგულირდება სასწავლო პროცესი?,სასწავლო პროცესის მარეგულირებელი წესი,056_RNsWsBG0Ma.pdf,სასწავლო პროცესი,student_services,conservative_for_personal_cases,False,APPROVE_PUBLIC,,
alte_required_study_process_regulation_002,როგორ ხდება სტუდენტის სტატუსის შეჩერება ან აღდგენა?,სასწავლო პროცესის მარეგულირებელი წესი,056_RNsWsBG0Ma.pdf,სასწავლო პროცესი,student_services,conservative_for_personal_cases,False,APPROVE_PUBLIC,,
