source_key,source_url,source_file,title,language,department,category,section,chunk_index,sensitivity,review_required,public_answer_allowed,recommended_review_action,content_preview,decision,reviewer,review_date,reviewer_notes
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-administrirebis-eng,https://alte.edu.ge/ka/biznesis-administrirebis-eng,alte_knowledge_base_ka.jsonl,დასაქმების შესაძლებლობები,ka,International Admissions,international_admissions,დასაქმების შესაძლებლობები,5,high,true,false,NEEDS_OFFICIAL_SOURCE,Alte University is a partner of more than 200 private and public organizations. Students have the opportunity to undertake internships or gain employment at organizations of their choice. Graduates of Alte University’s B,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng,https://alte.edu.ge/ka/biznesis-administrirebis-eng,alte_knowledge_base_ka.jsonl,საკონტაქტო ინფორმაცია,ka,General,program_overview,საკონტაქტო ინფორმაცია,6,medium,false,true,REVIEW_REQUIRED,"ელ. ფოსტა: business@alte.edu.ge საკონტაქტო ნომერი: 032 240 29 46/48 უნივერსიტეტის წარმომადგენელთან გასაუბრებისა და პროგრამის შესახებ დამატებითი ინფორმაციის მისაღებად, შეავსეთ სარეგისტრაციო ფორმა.",,,,
full_alte_local_kb_finance_tuition_alte-edu-ge-ka-biznesis-administrirebis-eng,https://alte.edu.ge/ka/biznesis-administrirebis-eng,alte_knowledge_base_ka.jsonl,ხშირად დასმული კითხვები,ka,Finance,finance_tuition,ხშირად დასმული კითხვები,7,high,true,false,NEEDS_OFFICIAL_SOURCE,"მექნება თუ არა გაცვლით პროგრამებში მონაწილეობის შესაძლებლობა? ალტე უნივერსიტეტის ბიზნეს ადმინისტრირების საბაკალავრო პროგრამის სტუდენტებს შეუძლიათ მონაწილეობა მიიღონ ევროპის, აზიისა და კავკასიის რეგიონში მოქმედი პარტნიორი",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng,https://alte.edu.ge/ka/biznesis-administrirebis-eng,alte_knowledge_base_ka.jsonl,ადმინისტრაცია,ka,General,program_overview,ადმინისტრაცია,8,medium,false,true,REVIEW_REQUIRED,დავით კიკვიძე - ბიზნესის სკოლის დეკანი d.kikvidze@alte.edu.ge მაია მელიქიძე - ბიზნესის ადმინისტრირების საბაკალავრო პროგრამის ხელმძღვანელი m.melikidze@alte.edu.ge,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng,https://alte.edu.ge/ka/biznesis-administrirebis-eng,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,9,medium,false,true,REVIEW_REQUIRED,ბიზნესის ადმინისტრირების (ENG) პროგრამა | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,142,medium,false,true,REVIEW_REQUIRED,ბიზნესის ადმინისტრირების (ENG) პროგრამა | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,საბაკალავრო პროგრამები - აღწერა,ka,General,program_overview,საბაკალავრო პროგრამები - აღწერა,1,medium,false,true,REVIEW_REQUIRED,გაეცანით ალტე უნივერსიტეტის საბაკალავრო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,2,medium,false,true,REVIEW_REQUIRED,საბაკალავრო პროგრამები | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,სწავლა - აღწერა,ka,Academic Registry,deadlines_calendar,სწავლა - აღწერა,3,high,true,false,NEEDS_OFFICIAL_SOURCE,გაეცანით „ალტე უნივერსიტეტის“ მიერ შემოთავაზებულ სხვადასხვა ტიპის საგანმანათლებლო პროგრამებს და აირჩიეთ თქვენთვის სასურველი.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,ბიზნესის ადმინისტრირების (ENG) - აღწერა,ka,General,program_overview,ბიზნესის ადმინისტრირების (ENG) - აღწერა,4,medium,false,true,REVIEW_REQUIRED,"ბიზნესის ადმინისტრირების ინგლისურენოვანი საბაკალავრო პროგრამა მიზნად ისახავს გლობალურ ბაზარზე კონკურენტუნარიანი სპეციალისტების მომზადებას, რომლებიც ფლობენ ანალიტიკურ, ლიდერულ და სტრატეგიულ უნარებს და შეუძლიათ თანამედროვე",,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,ბიზნესის ადმინისტრირების (ENG),ka,International Admissions,international_admissions,ბიზნესის ადმინისტრირების (ENG),5,high,true,false,NEEDS_OFFICIAL_SOURCE,"*პროგრამა აკრედიტაციის პროცესშია ბიზნესის ადმინისტრირების ინგლისურენოვანი საბაკალავრო პროგრამა, მიზნად ისახავს, გლობალურ ბაზარზე, კონკურენტუნარიანი სპეციალისტების მომზადებას, რომლებიც ფლობენ ანალიტიკურ, ლიდერულ და სტრატე",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,banner_title,ka,General,program_overview,banner_title,6,medium,false,true,REVIEW_REQUIRED,ბიზნესის ადმინისტრირების (ENG) პროგრამა,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,პროგრამის სტრუქტურა,ka,General,program_overview,პროგრამის სტრუქტურა,7,medium,false,true,REVIEW_REQUIRED,"მისანიჭებელი კვალიფიკაცია: ბიზნესის ადმინისტრირების ბაკალავრი - Bachelor of Business Administration (BBA) კრედიტების რაოდენობა და განაწილება: წინამდებარე პროგრამა სამწლიანია, ჯამში 180 კრედიტი, რომლებიც ნაწილდებიან შემდე",,,,
full_alte_local_kb_finance_tuition_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,მიღების წესები და ფასი,ka,Finance,finance_tuition,მიღების წესები და ფასი,8,high,true,false,NEEDS_OFFICIAL_SOURCE,ჩასაბარებელი საგნები: ქართული ენა და ლიტერატურა მათემატიკა ან/და ისტორია ინგლისური ენა შიდა ზღვარი: ინგლისური ენის კომპონენტის დაძლევა მაქსიმალური ქულის 70%-ით. ადგილების რაოდენობა: 30 საფასური: 3500 ლარი,,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,დასაქმების შესაძლებლობები,ka,International Admissions,international_admissions,დასაქმების შესაძლებლობები,9,high,true,false,NEEDS_OFFICIAL_SOURCE,Alte University is a partner of more than 200 private and public organizations. Students have the opportunity to undertake internships or gain employment at organizations of their choice. Graduates of Alte University’s B,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,საკონტაქტო ინფორმაცია,ka,General,program_overview,საკონტაქტო ინფორმაცია,10,medium,false,true,REVIEW_REQUIRED,"ელ. ფოსტა: business@alte.edu.ge საკონტაქტო ნომერი: 032 240 29 46/48 უნივერსიტეტის წარმომადგენელთან გასაუბრებისა და პროგრამის შესახებ დამატებითი ინფორმაციის მისაღებად, შეავსეთ სარეგისტრაციო ფორმა.",,,,
full_alte_local_kb_finance_tuition_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,ხშირად დასმული კითხვები,ka,Finance,finance_tuition,ხშირად დასმული კითხვები,11,high,true,false,NEEDS_OFFICIAL_SOURCE,"მექნება თუ არა გაცვლით პროგრამებში მონაწილეობის შესაძლებლობა? ალტე უნივერსიტეტის ბიზნეს ადმინისტრირების საბაკალავრო პროგრამის სტუდენტებს შეუძლიათ მონაწილეობა მიიღონ ევროპის, აზიისა და კავკასიის რეგიონში მოქმედი პარტნიორი",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-administrirebis-eng-programa,https://alte.edu.ge/ka/biznesis-administrirebis-eng-programa,alte_knowledge_base_ka.jsonl,ადმინისტრაცია,ka,General,program_overview,ადმინისტრაცია,12,medium,false,true,REVIEW_REQUIRED,დავით კიკვიძე - ბიზნესის სკოლის დეკანი d.kikvidze@alte.edu.ge მაია მელიქიძე - ბიზნესის ადმინისტრირების საბაკალავრო პროგრამის ხელმძღვანელი m.melikidze@alte.edu.ge,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skola,https://alte.edu.ge/ka/biznesis-skola,alte_knowledge_base_ka.jsonl,ბიზნესის - აღწერა,ka,General,program_overview,ბიზნესის - აღწერა,155,medium,false,true,REVIEW_REQUIRED,ბიზნესის სკოლაში მოქმედი პროგრამები ორიენტირებულია პრაქტიკის კომპონენტის გაღრმავებაზე და პროფესიული უნარ-ჩვევების განმავითარებელი სწავლის მეთოდების გამოყენებაზე,,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-skola,https://alte.edu.ge/ka/biznesis-skola,alte_knowledge_base_ka.jsonl,ბიზნესის,ka,International Admissions,international_admissions,ბიზნესის,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ბიზნესის ადმინისტრირებისა და ტურიზმის საბაკალავრო და სამაგისტრო პროგრამები, აყალიბებენ მართვის სფეროში დივერსიფიცირებული ცოდნის სპეციალისტებს, რაც მნიშვნელოვნად ზრდის მათი დასაქმების შესაძლებლობებს. სკოლის ხელმძღვანელობა",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skola,https://alte.edu.ge/ka/biznesis-skola,alte_knowledge_base_ka.jsonl,ბიზნესის - აღწერა,ka,General,program_overview,ბიზნესის - აღწერა,2,medium,false,true,REVIEW_REQUIRED,ისწავლე ბიზნეს ადმინისტრირება ალტე უნივერსიტეტში და განავითარე ლიდერობისა და მენეჯმენტის უნარები!,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skola,https://alte.edu.ge/ka/biznesis-skola,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,3,medium,false,true,REVIEW_REQUIRED,ბიზნესის სკოლა | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skolis-akademiuri-konkursis-shedegebi,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-konkursis-shedegebi,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის აკადემიური კონკურსის შედეგები - აღწერა,ka,General,program_overview,ბიზნესის სკოლის აკადემიური კონკურსის შედეგები - აღწერა,159,medium,false,true,REVIEW_REQUIRED,ალტე უნივერსიტეტში ბიზნესის სკოლაში 2024 წლის 07 ოქტმბერს გამოცხადებული აკადემიური კონკურსის შედეგები.,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skolis-akademiuri-konkursis-shedegebi,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-konkursis-shedegebi,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის აკადემიური კონკურსის შედეგები,ka,General,program_overview,ბიზნესის სკოლის აკადემიური კონკურსის შედეგები,1,medium,false,true,REVIEW_REQUIRED,"ალტე უნივერსიტეტში ბიზნესის სკოლაში 2024 წლის 07 ოქტმბერს გამოცხადებული აკადემიური კონკურსის შედეგები. პროფესორის აკადემიურ პოზიციაზე, მითითებული მიმართულებების შესაბამისად, არჩეულ იქნენ: კობა არაბული - ტურიზმი ნათია ზედ",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია - აღწერა,ka,Medicine,medicine_md,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია - აღწერა,161,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიზნესის სკოლაში, აკადემიური თანამდებობის დასაკავებლად ჩატარებული კონკურსის შედეგად შეირჩნენ შემდეგი კანდიტატები:",,,,
full_alte_local_kb_medicine_md_alte-edu-ge-ka-biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,https://alte.edu.ge/ka/biznesis-skolis-akademiuri-tanamdebobis-konkursis-shedegebi-tsnobilia,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია,ka,Medicine,medicine_md,ბიზნესის სკოლის აკადემიური თანამდებობის კონკურსის შედეგები ცნობილია,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტის ბიზნესის სკოლაში, აკადემიური თანამდებობის დასაკავებლად ჩატარებული კონკურსის შედეგად შეირჩნენ შემდეგი კანდიტატები: მიხეილ თოქმაზიშვილი - პროფესორი, მიმართულება - ეკონომიკა; ელენე ჩიქოვანი - პროფესორი, მ",,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoris,https://alte.edu.ge/ka/biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoriso-liderobis-programa-impact-pioneers-25-is-monatsilea,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა - აღწერა,ka,International Admissions,international_admissions,ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა - აღწერა,163,high,true,false,NEEDS_OFFICIAL_SOURCE,"პროგრამას Svenska institutet ახორციელებს. დავითი ერთ-ერთია იმ 64 მონაწილეს შორის, რომლებიც მსოფლიოს 26 ქვეყნიდან, თითქმის 1200 აპლიკანტს შორის შეირჩნენ.",,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoris,https://alte.edu.ge/ka/biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoriso-liderobis-programa-impact-pioneers-25-is-monatsilea,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა,ka,International Admissions,international_admissions,ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა,1,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა! პროგრამას Svenska institutet ახორციელებს. დავითი ერთ-ერთია იმ 64 მონაწი,,,,
full_alte_local_kb_international_admissions_alte-edu-ge-ka-biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoris,https://alte.edu.ge/ka/biznesis-skolis-dekani-davit-kikvidze-si-leadership-programmes-saertashoriso-liderobis-programa-impact-pioneers-25-is-monatsilea,alte_knowledge_base_ka.jsonl,html_title,ka,International Admissions,international_admissions,html_title,2,high,true,false,NEEDS_OFFICIAL_SOURCE,ალტე უნივერსიტეტის ბიზნესის სკოლის დეკანი - დავით კიკვიძე SI Leadership Programmes საერთაშორისო ლიდერობის პროგრამა Impact Pioneers ’25-ის მონაწილეა,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skolis-network-saghamo,https://alte.edu.ge/ka/biznesis-skolis-network-saghamo,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის Network საღამო - აღწერა,ka,General,program_overview,ბიზნესის სკოლის Network საღამო - აღწერა,166,medium,false,true,REVIEW_REQUIRED,"ალტე უნივერსიტეტის ბიზნესის სამაგისტრო პროგრამის სტუდენტებსა და პროგრამით დაინტერესებული პირებს შესაძლებლობა ჰქონდათ, შეხვედროდნენ ბიზნეს ინდუსტრიის წარმომადგენლებსა და სექტორის წამყვან კომპანიებს",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skolis-network-saghamo,https://alte.edu.ge/ka/biznesis-skolis-network-saghamo,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის Network საღამო,ka,Student Services,program_overview,ბიზნესის სკოლის Network საღამო,1,high,true,false,REVIEW_REQUIRED,"25 აპრილს ალტე უნივერსიტეტში ბიზნესის სკოლის ორგანიზებით Network საღამო გაიმართა. ალტე უნივერსიტეტის ბიზნესის სამაგისტრო პროგრამის სტუდენტებსა და პროგრამით დაინტერესებული პირებს შესაძლებლობა ჰქონდათ, შეხვედროდნენ ბიზნეს ",,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-biznesis-skolis-network-saghamo-2,https://alte.edu.ge/ka/biznesis-skolis-network-saghamo-2,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის Network საღამო - აღწერა,ka,General,program_overview,ბიზნესის სკოლის Network საღამო - აღწერა,168,medium,false,true,REVIEW_REQUIRED,"ალტე უნივერსიტეტის ბიზნესის სამაგისტრო პროგრამის სტუდენტებსა და პროგრამით დაინტერესებული პირებს შესაძლებლობა ჰქონდათ, შეხვედროდნენ ბიზნეს ინდუსტრიის წარმომადგენლებსა და სექტორის წამყვან კომპანიებს;",,,,
full_alte_local_kb_finance_tuition_alte-edu-ge-ka-biznesis-skolis-network-saghamo-2,https://alte.edu.ge/ka/biznesis-skolis-network-saghamo-2,alte_knowledge_base_ka.jsonl,ბიზნესის სკოლის Network საღამო,ka,Finance,finance_tuition,ბიზნესის სკოლის Network საღამო,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"25 აპრილს ალტე უნივერსიტეტში ბიზნესის სკოლის ორგანიზებით Network საღამო გაიმართა. ალტე უნივერსიტეტის ბიზნესის სამაგისტრო პროგრამის სტუდენტებსა და პროგრამით დაინტერესებული პირებს შესაძლებლობა ჰქონდათ, შეხვედროდნენ ბიზნეს ",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studen,https://alte.edu.ge/ka/erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studentebistvis,alte_knowledge_base_ka.jsonl,Erasmus + BIP კონკურსი კომპიუტერული მეცნიერების საბაკალავრო პროგრამის სტუდენტებისთვის - აღწერა,ka,Academic Registry,deadlines_calendar,Erasmus + BIP კონკურსი კომპიუტერული მეცნიერების საბაკალავრო პროგრამის სტუდენტებისთვის - აღწერა,170,high,true,false,NEEDS_OFFICIAL_SOURCE,"მოკლევადიანი Erasmus+ შერეული ინტენსიური პროგრამა აერთიანებს ონლაინ და ადგილზე სწავლების კომპონენტებს და სტუდენტებს სთავაზობს ინფორმაციული უსაფრთხოების, ალგორითმების, ქსელებისა და თანამედროვე ტექნოლოგიების საფუძვლების სი",,,,
full_alte_local_kb_visa_relocation_alte-edu-ge-ka-erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studen,https://alte.edu.ge/ka/erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studentebistvis,alte_knowledge_base_ka.jsonl,Erasmus + BIP კონკურსი კომპიუტერული მეცნიერების საბაკალავრო პროგრამის სტუდენტებისთვის,ka,International Admissions,visa_relocation,Erasmus + BIP კონკურსი კომპიუტერული მეცნიერების საბაკალავრო პროგრამის სტუდენტებისთვის,1,high,true,false,HANDOVER_ONLY,"ალტე უნივერსიტეტი აცხადებს კონკურსს Erasmus+ Blended Intensive Programme – BIP-ში მონაწილეობისათვის, Algebra Bernays University-ში (ზაგრები, ხორვატია). მოკლევადიანი Erasmus+ შერეული ინტენსიური პროგრამა აერთიანებს ონლაინ ",,,,
full_alte_local_kb_student_services_alte-edu-ge-ka-erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studen,https://alte.edu.ge/ka/erasmus-bip-konkursi-kompiuteruli-metsnierebis-sabakalavro-programis-studentebistvis,alte_knowledge_base_ka.jsonl,html_title,ka,Student Services,student_services,html_title,2,medium,false,true,REVIEW_REQUIRED,Erasmus + BIP კონკურსი კომპიუტერული მეცნიერების საბაკალავრო პროგრამის სტუდენტებისთვის,,,,
full_alte_local_kb_faq_alte-edu-ge-ka-faq,https://alte.edu.ge/ka/faq,alte_knowledge_base_ka.jsonl,როგორ დავუკავშირდე უნივერსიტეტს?,ka,General,faq,როგორ დავუკავშირდე უნივერსიტეტს?,173,low,false,true,APPROVE_CANDIDATE,ტელ: +995 32 240 29 46 ; ელ.ფოსტა: Info@alte.edu.ge,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-gamotsdebis-shesakheb,https://alte.edu.ge/ka/gamotsdebis-shesakheb,alte_knowledge_base_ka.jsonl,გამოცდების შესახებ - აღწერა,ka,Academic Registry,deadlines_calendar,გამოცდების შესახებ - აღწერა,174,high,true,false,NEEDS_OFFICIAL_SOURCE,"გაიგე გამოცდების ფორმატები და ცხრილები ალტე უნივერსიტეტში, შეამოწმე ემისში ინფორმაცია!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-gamotsdebis-shesakheb,https://alte.edu.ge/ka/gamotsdebis-shesakheb,alte_knowledge_base_ka.jsonl,გამოცდების შესახებ,ka,Academic Registry,deadlines_calendar,გამოცდების შესახებ,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"საგამოცდო ცენტრის მისია ალტე უნივერსიტეტში საგამოცდო ცენტრი მოქმედებს საქართველოს კანონმდებლობის, უნივერსიტეტში მოქმედი დებულების და მარეგულირებელი აქტების საფუძველზე. ცენტრის მიზანია, გამოცდების (როგორც ელექტრონული, ისე",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-gamotsdebis-shesakheb,https://alte.edu.ge/ka/gamotsdebis-shesakheb,alte_knowledge_base_ka.jsonl,html_title,ka,Academic Registry,deadlines_calendar,html_title,2,high,true,false,NEEDS_OFFICIAL_SOURCE,📝 გამოცდების შესახებ | ალტე უნივერსიტეტი,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,https://alte.edu.ge/ka/ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,alte_knowledge_base_ka.jsonl,ღია აკადემიური კონკურსის პირველადი შედეგები - ბიზნესის სკოლა - აღწერა,ka,General,program_overview,ღია აკადემიური კონკურსის პირველადი შედეგები - ბიზნესის სკოლა - აღწერა,177,medium,false,true,REVIEW_REQUIRED,2025 წლის 5 დეკემბერს გამოცხადებული ღია კონკურსის ფარგლებში შერჩეული კანდიდატები,,,,
full_alte_local_kb_admissions_general_alte-edu-ge-ka-ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,https://alte.edu.ge/ka/ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,alte_knowledge_base_ka.jsonl,ღია აკადემიური კონკურსის პირველადი შედეგები - ბიზნესის სკოლა,ka,Admissions,admissions_general,ღია აკადემიური კონკურსის პირველადი შედეგები - ბიზნესის სკოლა,1,medium,false,true,REVIEW_REQUIRED,ბიზნესის სკოლაში აკადამიური თანამდებობების დასაკავებლად 2025 წლის 5 დეკემბერს გამოცხადებული ღია კონკურსის ფარგლებში შერჩეული კანდიდატები - პირველადი შედეგები იაშვილი ცოტნე კობახიძე ანა მაჩხაშვილი სოფიო მელიქიძე მაია ნიკო,,,,
full_alte_local_kb_program_overview_alte-edu-ge-ka-ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,https://alte.edu.ge/ka/ghia-akademiuri-konkursis-pirveladi-shedegebi-biznesis-skola,alte_knowledge_base_ka.jsonl,html_title,ka,General,program_overview,html_title,2,medium,false,true,REVIEW_REQUIRED,ღია აკადემიური კონკურსის პირველადი შედეგები - ალტე უნივერსიტეტის ბიზნესის სკოლა,,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-ghia-konkursi-biznesis-skolashi,https://alte.edu.ge/ka/ghia-konkursi-biznesis-skolashi,alte_knowledge_base_ka.jsonl,ღია კონკურსი ბიზნესის სკოლაში,ka,Academic Registry,deadlines_calendar,ღია კონკურსი ბიზნესის სკოლაში,180,high,true,false,NEEDS_OFFICIAL_SOURCE,"ალტე უნივერსიტეტი აცხადებს ღია კონკურსს აკადემიური თანამდებობების დასაკავებლად, ბიზნესის სკოლაში, შემდეგ მიმართულებებზე: პროფესორი ფინანსები (1 საშტატო ერთეული); მენეჯმენტი (1 საშტატო ერთეული); ეკონომიკა (1 საშტატო ერთეუ",,,,
full_alte_local_kb_student_services_alte-edu-ge-ka-karieruli-ganvitareba,https://alte.edu.ge/ka/karieruli-ganvitareba,alte_knowledge_base_ka.jsonl,კარიერული განვითარება - აღწერა,ka,Student Services,student_services,კარიერული განვითარება - აღწერა,181,medium,false,true,REVIEW_REQUIRED,"განავითარე კარიერა ალტე უნივერსიტეტში—ვორქშოპები, სტაჟირება, მენტორობა და დასაქმების ფორუმი!",,,,
full_alte_local_kb_deadlines_calendar_alte-edu-ge-ka-karieruli-ganvitareba,https://alte.edu.ge/ka/karieruli-ganvitareba,alte_knowledge_base_ka.jsonl,კარიერული განვითარება,ka,Academic Registry,deadlines_calendar,კარიერული განვითარება,1,high,true,false,NEEDS_OFFICIAL_SOURCE,"სტუდენტთა და კურსდამთავრებულთა დასაქმების ხელშეწყობა და კარიერულ განვითარებაზე ზრუნვა, უნივერსიტეტის პრიორიტეტია. ალტე უნივერსიტეტი, მისიის შესაბამისად, მუდმივად ზრუნავს შექმნას ისეთი გარემო, სადაც სტუდენტებს ექნებათ შეს",,,,
full_alte_local_kb_student_services_alte-edu-ge-ka-karieruli-ganvitareba,https://alte.edu.ge/ka/karieruli-ganvitareba,alte_knowledge_base_ka.jsonl,html_title,ka,Student Services,student_services,html_title,2,medium,false,true,REVIEW_REQUIRED,🚀 კარიერული განვითარება | ალტე უნივერსიტეტი,,,,
